Location,Geographical Region,School Number,School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,TAP,SAP,DISTINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
"Lamjung, Gandaki, Western",Hill,3220,"MAHENDRA BAL BIKAS MA VI BHALAYAKHARKA BORANG, 40055",25.2,49.1,33.9,32.7,42.1,37.5,30,30,0,2,12,0,14,16,46.7
"Lamjung, Gandaki, Western",Hill,3221,"GANGA MILAN MA VI GHERMU, 40056",22.3,40.7,24.7,31.0,38.9,37.3,20,19,0,0,6,1,7,12,36.8
"Lamjung, Gandaki, Western",Hill,3222,"SANSKRITI SADAN MA VI ARCHALIYANI DURADANDA, 40057",30.2,52.3,53.1,41.7,59.0,44.8,42,42,0,13,17,0,30,12,71.4
"Lamjung, Gandaki, Western",Hill,3223,"KANTI MANDIR MA VI  PAREWADANDA, 40058",24.1,43.6,34.8,33.7,44.6,42.2,33,33,0,5,9,1,15,18,45.5
"Lamjung, Gandaki, Western",Hill,3224,"BALA BIKAS MA VI TANDRANG TAKSAR, 40059",30.1,51.6,48.7,47.4,57.6,46.4,18,18,0,6,6,0,12,6,66.7
"Lamjung, Gandaki, Western",Hill,3225,"SAUBHAGYA SADAN MA VI DHUSENI, 40060",22.9,42.6,30.6,32.9,41.5,40.4,30,30,0,0,15,0,15,15,50.0
"Lamjung, Gandaki, Western",Hill,3226,"TRIBHUWAN MA VI GHANPOKHARA, 40062",21.3,38.7,24.0,27.4,40.3,35.0,23,23,0,1,4,1,6,17,26.1
"Lamjung, Gandaki, Western",Hill,3227,"GAUNDA MA VI GAUNDA OKHARI, 40063",19.0,42.6,28.3,22.0,34.6,35.5,28,28,0,0,5,1,6,22,21.4
"Lamjung, Gandaki, Western",Hill,3228,"PHALENI MA VI BANSAR, 40064",15.7,38.0,22.4,25.9,32.9,34.2,15,15,0,0,0,0,0,15,0.0
"Lamjung, Gandaki, Western",Hill,3229,"PRABHAT SHANTI PURNA MA VI BHULBHULE, 40065",17.7,36.9,23.8,29.1,32.5,32.9,28,28,0,0,4,0,4,24,14.3
"Kaski, Gandaki, Western",Hill,3230,"PRIVATE KASKI, 41000",33.8,51.1,33.9,35.4,50.2,43.7,144,142,0,18,75,2,95,47,66.9
"Kaski, Gandaki, Western",Hill,3231,"SANSKRIT MA VI BHIMKALIPATAN, 41001",25.8,52.1,32.3,30.7,47.4,49.1,18,18,0,0,10,1,11,7,61.1
"Kaski, Gandaki, Western",Hill,3232,"RASTRIYA MA VI PURANO TUNDIKHEL, 41002",33.0,55.1,37.1,42.1,55.7,39.3,115,115,1,31,39,0,71,44,61.7
"Kaski, Gandaki, Western",Hill,3233,"GANDAKI HIGHER SECONDARY BOARDING SCHOOL LAMACHAUR, 41003",65.1,72.5,86.6,61.9,69.0,57.9,119,119,68,51,0,0,119,0,100.0
"Kaski, Gandaki, Western",Hill,3234,"BARAHA MA VI BHINDABARI, 41004",23.1,49.9,34.1,33.7,43.9,45.4,75,75,0,13,16,0,29,46,38.7
"Kaski, Gandaki, Western",Hill,3235,"RAMKOT MA VI RAMKOT, 41005",26.0,51.5,34.2,40.2,48.1,33.1,66,66,0,5,26,2,33,33,50.0
"Kaski, Gandaki, Western",Hill,3236,"BHARATI BHAWAN MA VI PURAN CHOUR, 41006",35.6,52.3,40.8,43.9,50.5,45.4,68,68,0,18,35,0,53,15,77.9
"Kaski, Gandaki, Western",Hill,3237,"SITARAM MA VI YANJAKOT, 41007",20.7,40.4,29.1,27.0,33.6,36.6,30,30,0,1,11,1,13,17,43.3
"Kaski, Gandaki, Western",Hill,3238,"BHAWANI KALIKA MA VI GHARIPATAN, 41008",21.0,49.8,35.0,30.1,38.4,41.3,63,63,0,1,22,1,24,39,38.1
"Kaski, Gandaki, Western",Hill,3239,"SUKRARAJ BALBHADRA MA VI CHHINEDANDA, 41009",31.7,44.4,37.4,38.9,50.2,55.3,52,52,0,8,28,1,37,15,71.2
"Kaski, Gandaki, Western",Hill,3240,"AMAR JYOTI BOARDING SCHOOL MALEPATAN, 41010",48.1,42.6,48.4,41.5,45.1,45.3,24,24,1,9,9,0,19,5,79.2
"Kaski, Gandaki, Western",Hill,3241,"AMARSING MA VI RAMGHAT, 41011",43.2,53.8,51.9,48.5,51.7,53.9,133,133,10,53,38,0,101,32,75.9
"Kaski, Gandaki, Western",Hill,3242,"JANA JYOTI MA VI KALIKASTHAN, 41012",25.6,45.0,37.1,34.9,41.7,41.4,81,80,1,12,31,0,44,36,55.0
"Kaski, Gandaki, Western",Hill,3243,"SHISHU KALYAN ENGLISH SCHOOL CHHOREPATAN POKHARA, 41013",54.6,64.2,67.4,55.5,62.0,47.1,25,25,4,20,1,0,25,0,100.0
"Kaski, Gandaki, Western",Hill,3244,"BINDABASINI MA VI BATULECHOUR, 41014",33.2,55.0,40.8,37.4,57.2,47.5,116,116,0,30,45,0,75,41,64.7
"Kaski, Gandaki, Western",Hill,3245,"CHHOREPATAN MA VI CHHOREPATAN, 41015",36.9,56.6,38.0,49.6,57.8,49.9,137,137,4,32,55,1,92,45,67.2
"Kaski, Gandaki, Western",Hill,3246,"SHANTI UDAYA MA VI BARPANDETHUM, 41016",25.6,48.7,42.7,34.6,44.9,41.8,49,49,0,13,12,1,26,23,53.1
"Kaski, Gandaki, Western",Hill,3247,"JANA PRIYA MA VI SIMALCHOUR, 41017",27.5,46.8,31.8,28.2,47.1,38.5,163,163,1,16,43,4,64,99,39.3
"Kaski, Gandaki, Western",Hill,3248,"HIMANCHAL BOARDING SCHOOL POKHARA, 41018",62.2,65.6,72.7,55.0,71.0,56.3,39,39,5,33,0,0,38,1,97.4
"Kaski, Gandaki, Western",Hill,3249,"PRITHIVI NARAYAN MA VI DHAMPUS, 41019",22.1,51.5,28.9,31.2,41.0,40.9,22,22,0,2,4,0,6,16,27.3
"Kaski, Gandaki, Western",Hill,3250,"GAURI SHANKAR MA VI HEMJA, 41020",36.8,59.0,54.8,48.6,56.9,53.0,65,65,5,28,24,0,57,8,87.7
"Kaski, Gandaki, Western",Hill,3251,"BARAHI MA VI MALEPATAN, 41021",26.5,47.7,33.1,28.5,42.8,38.8,145,145,0,15,45,4,64,81,44.1
"Kaski, Gandaki, Western",Hill,3252,"BISHWOSHANTI MA VI DEURALI, 41022",29.3,50.3,48.1,44.0,50.1,44.2,41,41,1,7,20,1,29,12,70.7
"Kaski, Gandaki, Western",Hill,3253,"MAHENDRA MA VI RYALECHOUR, 41023",28.1,50.4,26.5,33.8,45.4,49.6,34,34,0,3,10,0,13,21,38.2
"Kaski, Gandaki, Western",Hill,3254,"SRI PANCHA RATNA RAJYA LAXMI KANYA MA VI NADIPUR, 41024",32.6,51.3,30.4,38.1,49.0,46.9,65,65,0,15,17,0,32,33,49.2
"Kaski, Gandaki, Western",Hill,3255,"JANAKALYAN  MA VI MAKAIKHOLA, 41025",25.2,47.7,39.1,33.3,39.5,40.9,31,31,0,2,14,0,16,15,51.6
"Kaski, Gandaki, Western",Hill,3256,"MACHHAPUCHHRE MA VI NAGDANDA, 41026",31.9,48.9,23.7,33.5,61.5,38.0,44,44,0,5,7,0,12,32,27.3
"Kaski, Gandaki, Western",Hill,3257,"LAXMI ADARSHA MA VI ARGHOU SISUWA, 41027",29.0,40.4,34.0,34.1,45.0,36.6,120,120,0,13,42,1,56,64,46.7
"Kaski, Gandaki, Western",Hill,3258,"MESHRAM BARAH MA VI GHANDRUK, 41028",27.2,46.0,36.9,34.9,65.8,40.9,19,18,0,3,10,0,13,5,72.2
"Kaski, Gandaki, Western",Hill,3259,"DUDHA POKHARI MA VI SODHA, 41029",22.6,42.1,30.9,27.5,49.3,46.6,31,31,0,6,7,0,13,18,41.9
"Kaski, Gandaki, Western",Hill,3260,"PRAGATISHIL MA VI SALYAN, 41030",28.6,44.7,21.4,27.9,60.7,39.6,45,45,0,3,12,0,15,30,33.3
"Kaski, Gandaki, Western",Hill,3261,"ANANDAJYOTI MA VI BEGNAS, 41031",28.3,48.6,44.3,40.7,51.8,34.2,58,58,1,7,30,4,42,16,72.4
"Kaski, Gandaki, Western",Hill,3262,"SANGAM MA VI CHANDRAKOT, 41032",31.4,45.6,30.6,33.8,59.9,40.5,14,14,0,3,3,0,6,8,42.9
"Kaski, Gandaki, Western",Hill,3263,"TAL BARAHI MA VI BAIDAM, 41033",33.0,42.2,38.9,38.0,41.0,46.3,89,89,1,19,29,0,49,40,55.1
"Kaski, Gandaki, Western",Hill,3264,"BRAMHA RUPA MA VI RAJAKA CHAUTARA, 41034",27.2,53.7,37.5,42.0,48.4,37.4,92,92,0,14,30,0,44,48,47.8
"Kaski, Gandaki, Western",Hill,3265,"HARPANKOT MA VI KUDAWI DANDA, 41036",25.3,46.7,29.8,32.5,53.8,39.0,6,6,0,2,0,0,2,4,33.3
"Kaski, Gandaki, Western",Hill,3266,"HIMALAYA MA VI MAUJA, 41037",24.6,40.8,28.4,22.1,42.3,44.9,18,18,0,0,7,1,8,10,44.4
"Kaski, Gandaki, Western",Hill,3267,"BHABISHYA NIRMAN MA VI KRISTI, 41038",19.5,51.4,27.5,32.2,45.4,41.7,63,63,0,3,10,0,13,50,20.6
"Kaski, Gandaki, Western",Hill,3268,"JANA CHETANA MA VI NIRMAL POKHARI, 41039",25.0,47.2,26.9,28.9,50.7,42.0,81,81,0,10,12,1,23,58,28.4
"Kaski, Gandaki, Western",Hill,3269,"KALIKA MA VI MANDRE DHUNGA, 41040",25.4,52.7,36.0,42.1,53.6,46.7,99,99,1,25,21,0,47,52,47.5
"Kaski, Gandaki, Western",Hill,3270,"NAWA PRABHAT MA VI NAYA BAZAR, 41041",26.6,43.3,32.4,36.4,39.8,40.2,73,72,0,9,15,2,26,46,36.1
"Kaski, Gandaki, Western",Hill,3271,"RATNA SOBHA MA VI MAJHTHANA, 41042",29.0,47.8,42.6,37.8,42.3,43.4,52,52,0,5,27,5,37,15,71.2
"Kaski, Gandaki, Western",Hill,3272,"SHUKRA RAJ MA VI PUMDIBHUMDI, 41043",25.6,47.7,42.3,37.1,54.9,42.1,101,101,1,16,30,1,48,53,47.5
"Kaski, Gandaki, Western",Hill,3273,"BHADRAKALI HIGHER SECONDARY SCHOOL KUNDHAR POKHARA-, 41044",28.9,44.9,38.9,38.2,48.3,53.3,113,113,0,23,45,1,69,44,61.1
"Kaski, Gandaki, Western",Hill,3274,"HIMALAYA MA VI GORJE, 41045",23.3,45.0,33.1,30.5,36.1,41.1,49,49,0,3,17,0,20,29,40.8
"Kaski, Gandaki, Western",Hill,3275,"MOUNT ANNAPURNA SCHOOL POKHARA, 41046",59.0,63.1,73.7,57.0,70.1,58.3,20,20,3,17,0,0,20,0,100.0
"Kaski, Gandaki, Western",Hill,3276,"MOUNT EVEREST BOARDING SCHOOL POKHARA, 41047",61.3,68.2,76.6,61.8,63.1,59.5,20,20,8,12,0,0,20,0,100.0
"Kaski, Gandaki, Western",Hill,3277,"KALIKA MA VI RAMBAZAR, 41048",29.1,46.9,44.8,30.8,45.2,45.0,158,158,1,28,74,0,103,55,65.2
"Kaski, Gandaki, Western",Hill,3278,"SIDDHA BARAHA MA VI MAJHTHUM CHAPAKOT, 41049",29.1,45.1,29.1,29.6,42.2,36.7,80,80,0,12,21,0,33,47,41.3
"Kaski, Gandaki, Western",Hill,3279,"NAVIN MA VI GAIRAPATAN, 41050",32.8,58.9,50.6,39.8,45.1,51.4,63,63,0,27,24,0,51,12,81.0
"Kaski, Gandaki, Western",Hill,3280,"SARASWATI TIKA MA VI BHARAT POKHARI-3, 41051",32.0,52.3,38.9,42.0,47.1,43.5,77,77,0,21,27,2,50,27,64.9
"Kaski, Gandaki, Western",Hill,3281,"HERMANN GMEINER MA VI RAMBAZAR, 41052",67.8,68.2,80.6,70.3,76.5,60.6,79,79,47,32,0,0,79,0,100.0
"Kaski, Gandaki, Western",Hill,3282,"CHANDRA PRABHA MA VI BHIRCHOK, 41053",31.0,53.3,46.4,48.9,54.3,42.6,16,16,0,5,7,0,12,4,75.0
"Kaski, Gandaki, Western",Hill,3283,"BINDHYABASINI MA VI BARPATAN, 41054",27.7,50.5,32.7,35.6,48.8,45.2,61,61,0,4,19,0,23,38,37.7
"Kaski, Gandaki, Western",Hill,3284,"SHANTI MA VI JUMLETI, 41055",31.9,56.2,37.9,33.1,46.3,39.9,56,56,0,9,30,1,40,16,71.4
"Kaski, Gandaki, Western",Hill,3285,"AMMARSIDDHA NAMUNA MA VI PACHABHAIYA, 41056",37.7,56.0,52.4,47.6,54.4,37.8,61,61,1,18,26,1,46,15,75.4
"Kaski, Gandaki, Western",Hill,3286,"TRIBHUWAN SHANTI MA VI KHUDIBAZAR, 41057",39.1,48.1,48.9,39.7,49.9,40.2,50,50,0,16,23,0,39,11,78.0
"Kaski, Gandaki, Western",Hill,3287,"LAXMI MA VI ARGHOU, 41058",21.8,52.6,36.4,31.4,40.8,39.5,116,115,0,12,33,6,51,64,44.3
"Kaski, Gandaki, Western",Hill,3288,"NEW MODEL AWASIYA MA VI NAGDHUNGA POKHARA, 41059",67.0,60.7,71.4,64.5,65.0,63.0,13,13,5,8,0,0,13,0,100.0
"Kaski, Gandaki, Western",Hill,3289,"SHIVASHAKTI MA VI PHULBARI, 41060",32.8,54.4,38.2,35.3,43.7,51.3,69,69,0,17,26,0,43,26,62.3
"Kaski, Gandaki, Western",Hill,3290,"SRI PANCH INDRA RAJYA LAXMI MA VI LAMACHAUR, 41061",33.7,57.7,43.6,34.8,48.7,43.5,86,86,1,23,34,1,59,27,68.6
"Kaski, Gandaki, Western",Hill,3291,"MACHHAPURCHHRE MA VI BHURJUNGKHOLA, 41062",24.4,46.7,22.7,37.0,44.9,39.2,46,46,0,1,8,0,9,37,19.6
"Kaski, Gandaki, Western",Hill,3292,"SIWALAYA MA VI THUMKI, 41063",24.9,45.9,28.7,33.8,44.7,34.9,33,33,0,2,11,0,13,20,39.4
"Kaski, Gandaki, Western",Hill,3293,"ST. MARY'S MA VI NAYAGAUN, 41064",66.5,60.7,90.6,70.9,69.8,66.1,58,58,50,8,0,0,58,0,100.0
"Kaski, Gandaki, Western",Hill,3294,"JANA PRAKASH MA VI BHANDARDHIK, 41065",23.2,45.0,28.3,33.3,43.5,32.2,64,63,0,4,13,2,19,44,30.2
"Kaski, Gandaki, Western",Hill,3295,"ANNAPURNA MA VI SIKLES, 41066",27.9,45.4,44.3,29.9,42.0,46.7,18,18,0,3,7,1,11,7,61.1
"Kaski, Gandaki, Western",Hill,3296,"SURYODAYA ENGLISH BOARDING SCHOOL DEEP, 41068",57.7,55.5,58.4,51.7,55.8,50.3,26,26,2,20,3,0,25,1,96.2
"Kaski, Gandaki, Western",Hill,3297,"LITTLE STEP BOARDING MA VI BHIMKALI, 41069",60.1,46.3,62.1,54.2,52.8,51.0,63,63,3,51,9,0,63,0,100.0
"Kaski, Gandaki, Western",Hill,3298,"SIDDHA MA VI PHALEPATAN, 41070",34.2,48.7,37.9,38.0,48.3,53.8,63,63,1,15,22,0,38,25,60.3
"Kaski, Gandaki, Western",Hill,3299,"SHISHU NIKETAN ENGLISH SCHOOL POKHARA, 41071",68.7,69.7,85.2,64.9,77.6,61.8,60,60,45,15,0,0,60,0,100.0
"Kaski, Gandaki, Western",Hill,3300,"JANA JAGRITI MA VI SARANGKOT, 41072",31.0,44.0,33.6,28.7,44.2,36.6,48,48,0,3,24,0,27,21,56.3
"Kaski, Gandaki, Western",Hill,3301,"BISHNU PADUKA MA VI HEMJA, 41073",27.3,51.7,30.9,31.2,42.1,47.3,71,71,2,10,11,0,23,48,32.4
"Kaski, Gandaki, Western",Hill,3302,"MAHENDRA MA VI LAMACHOUR GHARMI, 41074",27.0,60.4,43.4,35.3,47.5,42.1,33,33,1,6,16,0,23,10,69.7
"Kaski, Gandaki, Western",Hill,3303,"GYAN KUNJ BOARDING SCHOOL AIRPOT POKHARA, 41075",58.9,61.6,70.8,58.5,66.6,54.5,31,31,3,28,0,0,31,0,100.0
"Kaski, Gandaki, Western",Hill,3304,"BETHANY BOARDING SCHOOL KUNDHAR, 41076",48.7,61.1,53.2,43.2,64.2,53.9,17,17,1,12,2,0,15,2,88.2
"Kaski, Gandaki, Western",Hill,3305,"HERMANN GMEINER MA VI TASHILING, 41077",52.0,46.3,49.4,48.3,56.8,52.6,50,50,2,21,25,0,48,2,96.0
"Kaski, Gandaki, Western",Hill,3306,"PASHCHIMANCHAL BOARDING SCHOOL GAIRAPATAN, 41078",52.3,53.3,63.7,53.5,65.0,57.7,31,31,2,25,2,0,29,2,93.5
"Kaski, Gandaki, Western",Hill,3307,"KALIKA MA VI AANPU BHANJYANG, 41079",30.7,52.5,35.3,43.3,51.4,44.7,28,28,0,7,10,0,17,11,60.7
"Kaski, Gandaki, Western",Hill,3308,"VINDHYASWORI BOARDING SCHOOL MOHARIYATOLE, 41080",65.1,59.8,68.6,55.6,63.5,56.6,49,49,11,33,2,0,46,3,93.9
"Kaski, Gandaki, Western",Hill,3309,"HILL POINT HIGH SCHOOL MATEPANI, 41081",61.1,57.3,70.8,58.0,64.5,59.3,28,28,9,18,0,0,27,1,96.4
"Kaski, Gandaki, Western",Hill,3310,"MORNING STAR AWASIYA MA VI NAGDANDA, 41082",64.1,64.4,78.6,58.6,79.6,52.7,30,30,11,19,0,0,30,0,100.0
"Kaski, Gandaki, Western",Hill,3311,"DHARAPANI MA VI POUDAR, 41083",32.8,47.2,31.6,32.8,63.7,41.1,21,21,0,3,7,0,10,11,47.6
"Kaski, Gandaki, Western",Hill,3312,"JUNIOR CITIZEN'S ACADEMY ARGHOU, 41084",53.8,57.0,77.0,51.8,52.8,50.5,19,19,2,15,2,0,19,0,100.0
"Kaski, Gandaki, Western",Hill,3313,"DIAMOND HIGHER SECONDARY SCHOOL TALCHOWK, 41085",50.4,57.1,67.5,52.7,44.6,54.1,63,63,8,46,9,0,63,0,100.0
"Kaski, Gandaki, Western",Hill,3314,"JYOTI KUNJ SECONDARY ENGLISH SCHOOL, 41086",58.5,60.0,68.3,63.3,68.0,58.8,36,36,8,25,2,0,35,1,97.2
"Kaski, Gandaki, Western",Hill,3315,"GYANU BABA SECONDARY BOARDING SCHOOL BAGAR, 41087",56.0,48.9,54.2,43.8,52.5,50.3,50,50,3,28,8,0,39,11,78.0
"Kaski, Gandaki, Western",Hill,3316,"MANAKAMANA BOARDING SCHOOL NADIPUR POKHARA, 41088",53.0,54.9,58.1,50.6,63.0,60.1,20,20,1,18,1,0,20,0,100.0
"Kaski, Gandaki, Western",Hill,3317,"PRATIVA AWASIYA MA VI NADIPUR POKHARA, 41089",58.7,56.5,74.3,54.4,60.1,55.6,19,19,2,17,0,0,19,0,100.0
"Kaski, Gandaki, Western",Hill,3318,"KUMUDINI HOMES GAIRAPATAN, 41090",59.3,65.8,73.8,57.5,66.5,59.3,105,105,43,62,0,0,105,0,100.0
"Kaski, Gandaki, Western",Hill,3319,"MAHENDRA MA VI LAHACHOWK, 41091",24.1,44.2,33.0,36.7,42.8,46.7,54,54,0,4,19,0,23,31,42.6
"Kaski, Gandaki, Western",Hill,3320,"ARWA VIJAYA MA VI DHANDBESI, 41092",21.6,39.7,33.0,24.9,34.9,41.6,19,19,0,0,7,1,8,11,42.1
"Kaski, Gandaki, Western",Hill,3321,"NILGIRI ENGLISH BOARDING SCHOOL POKHARA, 41093",66.5,59.1,86.2,63.1,64.7,60.8,40,40,22,18,0,0,40,0,100.0
"Kaski, Gandaki, Western",Hill,3322,"GORKHA ENGLISH BOARDING SCHOOL UPALLODIP, 41094",67.8,63.1,77.4,60.1,67.8,58.6,17,17,7,10,0,0,17,0,100.0
"Kaski, Gandaki, Western",Hill,3323,"GLOBAL COLLEGIATE SCHOOL RAMGHAT POKHARA, 41095",64.3,59.6,70.2,63.5,64.9,58.7,63,63,13,49,1,0,63,0,100.0
"Kaski, Gandaki, Western",Hill,3324,"POKHARA KINDERGARTEN SCHOOL GHARIPATAN PARDI, 41096",54.8,63.2,71.0,59.3,59.4,57.3,19,19,3,16,0,0,19,0,100.0
"Kaski, Gandaki, Western",Hill,3325,"LAXMI SHISHU AWASIYA MA VI NAYASADAK POKHARA, 41097",62.0,58.0,69.1,58.1,58.9,52.0,29,29,3,24,1,0,28,1,96.6
"Kaski, Gandaki, Western",Hill,3326,"AMBIKA MA VI SUIKHET, 41098",27.0,52.3,44.2,38.4,44.6,48.6,26,26,1,5,8,0,14,12,53.8
"Kaski, Gandaki, Western",Hill,3327,"SIDDHARTHA ENGLISH BOARDING SCHOOL RANIPAUWA, 41099",63.3,61.6,79.0,64.8,64.0,55.7,28,28,9,18,1,0,28,0,100.0
"Kaski, Gandaki, Western",Hill,3328,"STEP BY STEP BOARDING SCHOOL MASBAR POKHARA, 41100",62.6,61.0,84.3,58.1,59.7,63.1,68,68,36,32,0,0,68,0,100.0
"Kaski, Gandaki, Western",Hill,3329,"SHANTI NIKUNJ BOARDING SCHOOL PARDI POKHARA, 41102",56.1,58.8,45.3,51.2,61.9,49.9,23,23,0,11,7,0,18,5,78.3
"Kaski, Gandaki, Western",Hill,3330,"BIRETHATI MA VI DANGSING, 41103",29.0,43.9,22.8,30.5,54.4,35.1,24,24,0,3,2,0,5,19,20.8
"Kaski, Gandaki, Western",Hill,3331,"MARIGOLD ENGLISH BOARDING SCHOOL NAYAGAON RAMBAZAR, 41104",57.0,53.1,55.7,57.3,61.7,61.2,33,33,7,20,1,0,28,5,84.8
"Kaski, Gandaki, Western",Hill,3332,"PRAGATI ENGLISH BOARDING SCHOOL BATULECHOUR, 41105",60.7,71.0,80.1,62.3,61.7,59.1,39,39,16,23,0,0,39,0,100.0
"Kaski, Gandaki, Western",Hill,3333,"BALODAYA ENGLISH BOARDING SCHOOL PARDI POKHARA 17, 41106",61.7,61.9,73.4,58.9,72.2,51.4,34,34,10,22,2,0,34,0,100.0
"Kaski, Gandaki, Western",Hill,3334,"LOTUS ACADEMIC SCHOOL NAYABAZAR POKHARA, 41107",65.4,68.0,74.8,58.8,65.4,59.8,20,20,6,14,0,0,20,0,100.0
"Kaski, Gandaki, Western",Hill,3335,"ADARSH ENGLISH BOARDING SCHOOL PHULBARI POKHARA, 41108",58.6,53.7,58.6,54.4,60.9,53.4,14,14,1,13,0,0,14,0,100.0
"Kaski, Gandaki, Western",Hill,3336,"NAVADEEP ENGLISH BOARDING SCHOOL PARSHYANG POKHARA, 41109",57.3,62.5,72.6,54.0,66.3,61.0,21,21,3,18,0,0,21,0,100.0
"Kaski, Gandaki, Western",Hill,3337,"BAL KALYAN BOARDING SCHOOL KUNDAHAR POKHARA, 41110",56.2,54.0,60.0,41.7,57.2,53.7,50,50,1,43,6,0,50,0,100.0
"Kaski, Gandaki, Western",Hill,3338,"ALPHA BOARDING SCHOOL LAMACHAUR POKHARA, 41111",51.1,71.9,64.9,61.4,59.0,54.0,10,10,0,10,0,0,10,0,100.0
"Kaski, Gandaki, Western",Hill,3339,"POKHARA PUBLIC SCHOOL CHIPLEDHUNGA POKHARA, 41112",60.5,71.9,80.5,62.8,71.1,61.4,34,34,17,17,0,0,34,0,100.0
"Kaski, Gandaki, Western",Hill,3340,"GOGAN MA VI LEKHANATH 13 GAGANGAUNDA, 41113",34.0,40.9,45.1,37.1,46.7,38.7,40,40,0,7,29,1,37,3,92.5
"Kaski, Gandaki, Western",Hill,3341,"HIMALAYA MA VI TIRLUNG TOLKA, 41114",23.3,42.6,22.4,32.4,50.9,34.8,16,16,0,1,2,0,3,13,18.8
"Kaski, Gandaki, Western",Hill,3342,"KALIKA MA VI KAHUN, 41115",30.5,50.9,45.8,37.1,54.1,51.0,20,20,0,7,6,0,13,7,65.0
"Kaski, Gandaki, Western",Hill,3343,"GAUNPHARK MA VI KHALTE, 41116",27.3,51.4,44.8,41.3,49.0,42.6,10,10,0,1,5,0,6,4,60.0
"Kaski, Gandaki, Western",Hill,3344,"BAL VIDYA MANDIR ENGLISH BOARDING SCHOOL MIYA PATAN, 41117",54.7,51.1,55.9,43.2,53.4,45.9,17,17,1,8,8,0,17,0,100.0
"Kaski, Gandaki, Western",Hill,3345,"SHARADA ENGLISH BOARDING SCHOOL, 41118",56.0,56.5,50.6,39.3,62.8,55.9,43,43,7,19,8,0,34,9,79.1
"Kaski, Gandaki, Western",Hill,3346,"SHARADA MA VI MACHHAPUCHHRE GHACHOK, 41119",24.7,45.3,29.4,36.8,44.9,36.8,32,32,0,3,4,1,8,24,25.0
"Kaski, Gandaki, Western",Hill,3347,"TOPS ENGLISH BOARDING SCHOOL RAMGHAT, 41120",62.4,56.1,65.6,60.4,65.1,61.8,61,61,18,39,0,0,57,4,93.4
"Kaski, Gandaki, Western",Hill,3348,"MOTHERLAND HIGHER SECONDARY SCHOOL MASBAR POKHARA-, 41121",65.8,67.8,74.6,62.3,75.0,59.8,75,75,36,39,0,0,75,0,100.0
"Kaski, Gandaki, Western",Hill,3349,"KANTIPUR ENGLISH BOARDING SCHOOL VCMARG NADIPUR, 41122",55.4,59.3,57.8,45.7,64.8,56.7,32,32,2,21,9,0,32,0,100.0
"Kaski, Gandaki, Western",Hill,3350,"B M G BOARDING SCHOOL SAINIK BASTI GAGANGAUNDA, 41123",61.3,51.3,72.2,53.9,64.0,49.6,33,33,4,29,0,0,33,0,100.0
"Kaski, Gandaki, Western",Hill,3351,"BHANUBHAKTA AWASIYA MA VI SIMPANI, 41124",56.6,55.7,54.1,49.8,59.3,56.6,24,24,2,16,3,0,21,3,87.5
"Kaski, Gandaki, Western",Hill,3352,"GREEN VALLEY BOARDING SCHOOL KUNDAHAR 12, 41125",50.8,53.7,63.6,54.7,55.9,59.1,19,19,1,12,4,0,17,2,89.5
"Kaski, Gandaki, Western",Hill,3353,"SHRIJANA BAHIRA MA VI LEKHNATH-3, 41126",45.2,43.3,62.8,36.0,43.0,32.0,6,6,0,0,6,0,6,0,100.0
"Kaski, Gandaki, Western",Hill,3354,"NEW MILLENNIUM ACADEMY BIRAUTA, 41127",64.7,63.7,73.5,56.8,76.1,52.4,40,40,13,27,0,0,40,0,100.0
"Kaski, Gandaki, Western",Hill,3355,"HIMALAYAN MILAN MA VI NAMARJUNG, 41128",25.8,46.1,42.1,26.9,38.9,40.3,25,25,0,1,13,0,14,11,56.0
"Kaski, Gandaki, Western",Hill,3356,"NEW GALAXY ENGLISH SCHOOL NADIPUR, 41129",59.2,55.7,66.8,53.1,63.4,55.7,10,10,2,6,1,0,9,1,90.0
"Kaski, Gandaki, Western",Hill,3357,"SRIJANA BOARDING SCHOOL PRITHWI CHOWK, 41130",63.6,56.8,82.3,59.6,56.5,61.4,38,38,9,29,0,0,38,0,100.0
"Kaski, Gandaki, Western",Hill,3358,"BALPRABHAT BOARDING SCHOOL NEW ROAD, 41131",64.6,66.8,82.5,61.9,69.3,57.8,8,8,2,6,0,0,8,0,100.0
"Kaski, Gandaki, Western",Hill,3359,"BAHADURE MA VI BHADAURE DEURALI, 41132",37.0,54.3,30.9,35.8,63.2,37.3,12,12,0,3,4,0,7,5,58.3
"Kaski, Gandaki, Western",Hill,3360,"BALMANDIR ENGLISH SCHOOL LOMLE, 41133",62.8,63.5,59.6,55.4,72.7,49.3,19,19,2,17,0,0,19,0,100.0
"Kaski, Gandaki, Western",Hill,3361,"SIRJANA MA VI DHIKURPOKHARI SIMPALI, 41134",35.7,52.5,31.7,36.9,63.0,37.8,30,30,0,4,13,0,17,13,56.7
"Kaski, Gandaki, Western",Hill,3362,"SARASWATI ADARSHA VIDYASHRAM LAMACHOUR, 41135",60.1,71.8,76.1,59.8,64.0,57.6,46,46,9,37,0,0,46,0,100.0
